SK_ID_CURR,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_TYPE_SUITE,CNT_CHILDREN,NAME_FAMILY_STATUS,OCCUPATION_TYPE,NAME_EDUCATION_TYPE,ORGANIZATION_TYPE,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_ANNUITY,NAME_HOUSING_TYPE,DAYS_LAST_PHONE_CHANGE,AMT_CREDIT,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100032,N,Y,112500.0,Working,Family,1,Married,Laborers,Secondary / secondary special,Industry: type 11,0,Cash loans,M,23827.5,House / apartment,-2.0,327024.0,270000.0,0.019101,-15948,-1234,-5782.0,-3153,,1,1,0,1,0,0,3.0,2,2,SATURDAY,10,0,0,0,0,1,1,,0.5411237022695410,0.6594055320683340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100033,Y,Y,270000.0,State servant,Unaccompanied,0,Single / not married,,Higher education,Military,0,Cash loans,M,57676.5,House / apartment,-849.0,790830.0,675000.0,0.04622,-9994,-1796,-4668.0,-2661,1.0,1,1,0,1,0,1,1.0,1,1,WEDNESDAY,11,0,1,1,0,0,0,0.6003959050009470,0.6850109901296890,0.524496446363472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100034,N,Y,90000.0,Working,Unaccompanied,0,Single / not married,Laborers,Higher education,Business Entity Type 3,0,Revolving loans,M,9000.0,With parents,-599.0,180000.0,180000.0,0.030755,-10341,-1010,-4799.0,-3015,,1,1,0,1,0,0,1.0,2,2,TUESDAY,16,0,0,0,0,0,0,0.2979135090150510,0.5027790378786300,,0.1505,0.0838,0.9831,0.7688,0.0188,0.16,0.1379,0.3333,0.375,0.0872,0.121,0.1412,0.0077,0.0061,0.1534,0.087,0.9831,0.7779,0.019,0.1611,0.1379,0.3333,0.375,0.0892,0.1322,0.1471,0.0078,0.0065,0.152,0.0838,0.9831,0.7719,0.0189,0.16,0.1379,0.3333,0.375,0.0887,0.1231,0.1437,0.0078,0.0063,reg oper account,block of flats,0.1227,Panel,No,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100035,N,Y,292500.0,Commercial associate,Unaccompanied,0,Civil marriage,,Secondary / secondary special,Business Entity Type 3,0,Cash loans,F,24592.5,House / apartment,-1634.0,665892.0,477000.0,0.025164,-15280,-2668,-5266.0,-3787,,1,1,0,1,0,1,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,,0.479987342189869,0.4101025731788670,0.0124,,0.9697,,,0.0,0.069,0.0417,,,,0.0149,,0.0,0.0126,,0.9697,,,0.0,0.069,0.0417,,,,0.0155,,0.0,0.0125,,0.9697,,,0.0,0.069,0.0417,,,,0.0152,,0.0,,block of flats,0.0117,Others,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0
100036,N,Y,112500.0,Working,Family,0,Civil marriage,Private service staff,Secondary / secondary special,Services,0,Cash loans,F,25033.5,House / apartment,-397.0,512064.0,360000.0,0.008575,-11144,-1104,-7846.0,-2904,,1,1,0,1,0,0,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,0.2744223724911190,0.6273004007953610,,0.3670000000000000,0.3751,0.9901,,,0.28,0.4828,0.375,,0.1569,,0.2574,,,0.3739,0.3893,0.9901,,,0.282,0.4828,0.375,,0.1604,,0.2682,,,0.3706,0.3751,0.9901,,,0.28,0.4828,0.375,,0.1596,,0.262,,,,block of flats,0.3388,Block,No,2.0,0.0,2.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
100037,N,N,90000.0,Working,Unaccompanied,0,Civil marriage,Laborers,Secondary / secondary special,Business Entity Type 2,0,Cash loans,F,20893.5,House / apartment,-2766.0,199008.0,180000.0,0.010032,-12974,-4404,-7123.0,-4464,,1,1,1,1,0,0,2.0,2,2,SATURDAY,11,0,0,0,0,0,0,,0.5594667916353410,0.7981372313187250,0.0928,,0.9801,,,0.0,0.2069,0.1667,,,,0.0602,,0.0436,0.0945,,0.9801,,,0.0,0.2069,0.1667,,,,0.0627,,0.0461,0.0937,,0.9801,,,0.0,0.2069,0.1667,,,,0.0613,,0.0445,,block of flats,0.0684,Panel,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100039,Y,N,360000.0,Commercial associate,Unaccompanied,1,Married,Drivers,Secondary / secondary special,Self-employed,0,Cash loans,M,39069.0,House / apartment,-697.0,733315.5,679500.0,0.015221,-11694,-2060,-3557.0,-3557,3.0,1,1,0,1,0,0,3.0,2,2,THURSDAY,10,0,0,0,1,1,0,,0.32174489566177200,0.41184855592424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100040,N,Y,135000.0,State servant,Unaccompanied,0,Married,Core staff,Higher education,Security Ministries,0,Cash loans,F,32895.0,House / apartment,-3019.0,1125000.0,1125000.0,0.019689000000000000,-15997,-4585,-5735.0,-4067,,1,1,0,1,0,0,2.0,2,2,FRIDAY,14,0,0,0,0,0,0,,0.17249750814777700,,0.0825,0.0804,0.9762,0.6736,0.0056,0.0,0.1379,0.1667,0.2083,0.038,0.0672,0.0637,0.0,0.0,0.084,0.0835,0.9762,0.6864,0.0057,0.0,0.1379,0.1667,0.2083,0.0389,0.0735,0.0664,0.0,0.0,0.0833,0.0804,0.9762,0.6780000000000000,0.0057,0.0,0.1379,0.1667,0.2083,0.0387,0.0684,0.0648,0.0,0.0,reg oper account,block of flats,0.0532,"Stone, brick",No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100041,N,N,112500.0,Working,Unaccompanied,0,Married,Sales staff,Higher education,Self-employed,0,Cash loans,F,44509.5,House / apartment,-1285.0,450000.0,450000.0,0.008575,-12158,-1275,-6265.0,-2009,,1,1,1,1,1,0,2.0,2,2,MONDAY,19,0,0,0,0,0,0,,0.6631580756296300,0.6785676886853640,0.0948,0.0792,0.9861,0.8096,,0.0,0.1724,0.1667,,0.0888,,0.0582,,,0.0966,0.0822,0.9861,0.8171,,0.0,0.1724,0.1667,,0.0908,,0.0606,,,0.0958,0.0792,0.9861,0.8121,,0.0,0.1724,0.1667,,0.0903,,0.0592,,,reg oper account,block of flats,0.0749,"Stone, brick",No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100043,N,Y,198000.0,Commercial associate,Unaccompanied,2,Married,Private service staff,Secondary / secondary special,Other,0,Cash loans,F,23157.0,House / apartment,-2411.0,641173.5,553500.0,0.01885,-17199,-768,-63.0,-735,,1,1,1,1,1,0,4.0,2,2,THURSDAY,13,0,0,0,0,0,0,0.8427634659543570,0.6816988025574290,0.7544061731797900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
100044,N,Y,121500.0,Working,Unaccompanied,0,Married,Drivers,Secondary / secondary special,Transport: type 4,0,Cash loans,M,15151.5,House / apartment,-1541.0,454500.0,454500.0,0.030755,-21077,-1288,-5474.0,-4270,,1,1,0,1,1,0,2.0,2,2,FRIDAY,10,0,0,0,0,1,1,0.8045861213121410,0.7197985370372060,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100045,N,Y,99000.0,Pensioner,Unaccompanied,0,Married,,Secondary / secondary special,XNA,0,Cash loans,F,17338.5,House / apartment,0.0,247275.0,225000.0,0.006207,-23920,365243,-9817.0,-4969,,1,0,0,1,1,0,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,,0.6507647995068740,0.7517237147741490,,,0.9851,,,0.04,0.0345,0.3333,,0.0566,,0.0922,,,,,0.9851,,,0.0403,0.0345,0.3333,,0.0579,,0.096,,,,,0.9851,,,0.04,0.0345,0.3333,,0.0576,,0.0938,,,,block of flats,0.0786,"Stone, brick",No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100046,Y,Y,180000.0,Working,Unaccompanied,0,Married,Managers,Higher education,Business Entity Type 3,0,Revolving loans,M,27000.0,House / apartment,-540.0,540000.0,540000.0,0.025164,-16126,-1761,-8236.0,-4292,3.0,1,1,0,1,0,0,2.0,2,2,TUESDAY,8,0,0,0,0,0,0,,0.7380532835697360,0.6058362647264230,0.0814,0.0994,0.9831,0.7688,0.0142,0.0,0.2069,0.1667,0.2083,0.1404,0.0656,0.0771,0.0039,0.0227,0.083,0.1032,0.9831,0.7779,0.0143,0.0,0.2069,0.1667,0.2083,0.1436,0.0716,0.0804,0.0039,0.0241,0.0822,0.0994,0.9831,0.7719,0.0143,0.0,0.2069,0.1667,0.2083,0.1429,0.0667,0.0785,0.0039,0.0232,org spec account,block of flats,0.0734,"Stone, brick",No,1.0,0.0,1.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
100047,N,Y,202500.0,Commercial associate,Unaccompanied,0,Married,Laborers,Secondary / secondary special,Business Entity Type 3,1,Cash loans,M,35028.0,House / apartment,-1075.0,1193580.0,855000.0,0.025164,-17482,-1262,-1182.0,-1029,,1,1,0,1,0,0,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,,0.30684058604830500,0.3201633668633460,0.1309,0.125,0.996,0.9456,0.0822,0.16,0.1379,0.25,0.2917,0.0142,0.1059,0.1267,0.0039,0.0078,0.1334,0.1297,0.996,0.9477,0.083,0.1611,0.1379,0.25,0.2917,0.0145,0.1157,0.132,0.0039,0.0082,0.1322,0.125,0.996,0.9463,0.0827,0.16,0.1379,0.25,0.2917,0.0144,0.1077,0.129,0.0039,0.0079,org spec account,block of flats,0.1463,"Stone, brick",No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,4.0
100048,N,Y,202500.0,Working,Unaccompanied,0,Married,Laborers,Secondary / secondary special,Industry: type 1,0,Cash loans,F,29196.0,House / apartment,-458.0,604152.0,540000.0,0.009175,-16971,-475,-3148.0,-513,,1,1,0,1,1,0,2.0,2,2,MONDAY,12,0,1,1,0,1,1,,0.03731523556121630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100049,N,N,135000.0,Working,Unaccompanied,0,Civil marriage,Sales staff,Secondary / secondary special,Self-employed,1,Cash loans,F,16258.5,House / apartment,-1480.0,288873.0,238500.0,0.007305,-13384,-3597,-45.0,-4409,,1,1,1,1,1,0,2.0,3,3,THURSDAY,11,0,0,0,0,0,0,0.4682080567974760,0.6742032101473870,0.3996756156233170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100050,N,Y,108000.0,Pensioner,Unaccompanied,0,Single / not married,,Higher education,XNA,0,Cash loans,F,42970.5,House / apartment,-491.0,746280.0,675000.0,0.010966,-23548,365243,-5745.0,-4576,,1,0,0,1,0,0,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,,0.7661378050275850,0.6848276586890370,0.2186,0.1232,0.9851,0.7960000000000000,0.0528,0.24,0.2069,0.3333,0.375,0.1154,0.1774,0.2113,0.0039,0.0051,0.2227,0.1279,0.9851,0.804,0.0533,0.2417,0.2069,0.3333,0.375,0.1181,0.1938,0.2202,0.0039,0.0054,0.2207,0.1232,0.9851,0.7987,0.0531,0.24,0.2069,0.3333,0.375,0.1175,0.1804,0.2151,0.0039,0.0052,reg oper spec account,block of flats,0.1903,Panel,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100051,N,Y,202500.0,Working,Unaccompanied,0,Civil marriage,,Secondary / secondary special,Business Entity Type 3,0,Cash loans,M,48280.5,House / apartment,-556.0,661702.5,598500.0,0.007114,-9827,-758,-4166.0,-2380,,1,1,1,1,0,0,2.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,,0.6315186311742820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100052,N,Y,90000.0,Working,Family,1,Civil marriage,Sales staff,Secondary / secondary special,Self-employed,0,Revolving loans,F,9000.0,House / apartment,-462.0,180000.0,180000.0,0.009334,-7974,-895,-6591.0,-642,,1,1,1,1,0,0,3.0,2,2,MONDAY,10,0,0,0,0,0,0,,0.535542260363498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100053,N,Y,202500.0,Pensioner,Family,0,Single / not married,,Secondary / secondary special,XNA,0,Cash loans,F,17649.0,House / apartment,-649.0,305221.5,252000.0,0.019689000000000000,-20373,365243,-7760.0,-1993,,1,0,0,1,0,0,1.0,2,2,MONDAY,8,0,0,0,0,0,0,,0.24766471733561600,0.475849908720221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
100054,N,Y,99000.0,Working,Unaccompanied,0,Married,Medicine staff,Secondary / secondary special,Business Entity Type 3,0,Cash loans,F,26838.0,House / apartment,-1247.0,260640.0,225000.0,0.022625,-20121,-5332,-9197.0,-3283,,1,1,1,1,1,0,2.0,2,2,WEDNESDAY,16,0,0,0,0,1,1,,0.08924065344241720,0.7281412993111440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100055,N,N,130500.0,State servant,Unaccompanied,0,Married,Managers,Secondary / secondary special,Government,0,Cash loans,F,37255.5,House / apartment,-784.0,1350000.0,1350000.0,0.020713,-19727,-4411,-6225.0,-3199,,1,1,1,1,1,0,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,0.7104273289168540,0.5891866296961210,0.4668640059537030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100056,Y,Y,360000.0,Working,Unaccompanied,0,Married,Laborers,Secondary / secondary special,Transport: type 2,0,Cash loans,M,49927.5,House / apartment,-1498.0,1506816.0,1350000.0,0.010006000000000000,-18264,-9523,-5504.0,-1797,3.0,1,1,0,1,0,0,2.0,2,2,THURSDAY,10,0,0,0,0,1,1,,0.5239340474953540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
100058,N,Y,54000.0,State servant,Unaccompanied,0,Married,Core staff,Higher education,School,0,Revolving loans,F,6750.0,House / apartment,0.0,135000.0,135000.0,0.014520000000000000,-12406,-1176,-1149.0,-2576,,1,1,0,0,0,0,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,0.6562248044601880,0.4508497225560820,0.4794489811780560,0.0664,0.0442,0.998,,,0.08,0.0552,0.4083,0.45,0.0085,,0.0651,,0.016,0.0441,0.0306,0.998,,,0.0806,0.069,0.375,0.4167,0.0078,,0.0487,,0.0168,0.0822,0.0408,0.998,,,0.08,0.069,0.375,0.4167,0.0087,,0.0747,,0.0163,,block of flats,0.0403,Panel,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100059,Y,Y,540000.0,Commercial associate,Unaccompanied,1,Married,Managers,Higher education,Services,0,Cash loans,M,34596.0,House / apartment,-1285.0,675000.0,675000.0,0.026392000000000000,-18632,-6977,-3904.0,-1937,7.0,1,1,0,1,1,0,3.0,2,2,TUESDAY,10,0,0,0,0,0,0,0.3115099249880460,0.7133545848531050,0.3092753558842050,0.5309,0.2491,0.9811,0.7416,,0.88,0.3793,0.4583,0.0,0.3977,,0.5878,,0.0487,0.541,0.2585,0.9811,0.7517,,0.8862,0.3793,0.4583,0.0,0.4067,,0.6124,,0.0516,0.5361,0.2491,0.9811,0.7451,,0.88,0.3793,0.4583,0.0,0.4046,,0.5983,,0.0498,,block of flats,0.5149,Panel,No,2.0,0.0,2.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,3.0
100060,Y,N,76500.0,Working,Unaccompanied,0,Married,,Secondary / secondary special,Emergency,0,Cash loans,M,14661.0,House / apartment,-466.0,454500.0,454500.0,0.028663,-12282,-778,-1824.0,-1992,13.0,1,1,1,1,0,0,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,0.24456163253546200,0.705947456699447,0.7992967832109370,0.0227,,0.9806,,,,0.1034,0.0417,,,,0.0114,,0.0226,0.0231,,0.9806,,,,0.1034,0.0417,,,,0.0119,,0.0239,0.0229,,0.9806,,,,0.1034,0.0417,,,,0.0116,,0.023,,block of flats,0.0139,"Stone, brick",No,4.0,0.0,4.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
100061,N,Y,225000.0,Commercial associate,Unaccompanied,2,Married,Core staff,Higher education,Self-employed,0,Cash loans,F,16164.0,House / apartment,-570.0,314055.0,238500.0,0.006629,-10473,-1392,-2025.0,-1240,,1,1,0,1,0,0,4.0,2,2,THURSDAY,3,0,0,0,1,1,0,0.18959579955018300,0.7029791046049890,0.7016957740576930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
100062,Y,N,81000.0,Pensioner,Unaccompanied,0,Married,,Secondary / secondary special,XNA,0,Cash loans,M,32472.0,House / apartment,-462.0,675000.0,675000.0,0.010006000000000000,-18611,365243,-6936.0,-2142,8.0,1,0,0,1,1,0,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,,0.6628649268152180,0.7380196196295240,0.2165,0.1678,0.9846,0.7892,,0.24,0.2069,0.3333,0.375,0.1071,,,,0.0151,0.2206,0.1741,0.9846,0.7975,,0.2417,0.2069,0.3333,0.375,0.1095,,,,0.016,0.2186,0.1678,0.9846,0.792,,0.24,0.2069,0.3333,0.375,0.1089,,,,0.0154,reg oper account,block of flats,0.2048,Panel,No,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
100063,N,Y,180000.0,Working,Unaccompanied,0,Married,Managers,Higher education,Medicine,0,Cash loans,F,45558.0,House / apartment,-1547.0,837427.5,666000.0,0.022625,-12955,-4106,-7054.0,-5164,,1,1,0,1,1,1,2.0,2,2,MONDAY,15,0,0,0,0,0,0,0.5527719020519870,0.6166372926426480,0.07010884382735820,0.1186,0.066,0.9801,0.728,0.0385,0.04,0.0345,0.3333,0.0417,0.0606,0.0958,0.0822,0.0039,0.0002,0.1208,0.0685,0.9801,0.7387,0.0388,0.0403,0.0345,0.3333,0.0417,0.062,0.1047,0.0856,0.0039,0.0002,0.1197,0.066,0.9801,0.7316,0.0387,0.04,0.0345,0.3333,0.0417,0.0616,0.0975,0.0837,0.0039,0.0002,reg oper spec account,block of flats,0.0857,"Stone, brick",No,1.0,1.0,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
100064,N,N,67500.0,Pensioner,Family,0,Single / not married,,Secondary / secondary special,XNA,0,Cash loans,F,15381.0,Municipal apartment,0.0,298728.0,202500.0,0.019101,-21621,365243,-2019.0,-1344,,1,0,0,1,0,0,1.0,2,2,MONDAY,9,0,0,0,0,0,0,,0.6227082733555900,0.1694287272664790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100068,N,Y,81000.0,Working,Unaccompanied,0,Married,Security staff,Secondary / secondary special,Security,0,Revolving loans,M,12375.0,House / apartment,-167.0,247500.0,247500.0,0.031329,-18248,-2351,-4375.0,-1721,,1,1,1,1,1,0,2.0,2,2,WEDNESDAY,14,0,0,0,0,1,1,0.2377197192577020,0.6091352920795290,0.5136937663039470,0.1227,0.1572,0.9886,0.8436,0.0029,0.0,0.3448,0.1667,0.2083,0.0554,0.0992,0.1177,0.0039,0.0052,0.125,0.1631,0.9886,0.8497,0.0029,0.0,0.3448,0.1667,0.2083,0.0566,0.1084,0.1226,0.0039,0.0055,0.1239,0.1572,0.9886,0.8457,0.0029,0.0,0.3448,0.1667,0.2083,0.0563,0.1009,0.1198,0.0039,0.0053,org spec account,block of flats,0.0926,Panel,No,2.0,0.0,2.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
100069,Y,Y,360000.0,Working,Unaccompanied,1,Separated,Laborers,Secondary / secondary special,Transport: type 4,0,Cash loans,M,27265.5,House / apartment,-112.0,640458.0,517500.0,0.00733,-14186,-1743,-2128.0,-4982,10.0,1,1,0,1,0,0,2.0,2,2,MONDAY,11,0,1,1,0,1,1,,0.2567370429595150,0.7076993447402620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
